text,sentiment,negative_reason
b'RT @USCenturion2020: I want this Truck.#KAG #trump220 https://t.co/7dPHORzi52',1,
"b""#FridayThoughts \n#Halloween\nScary to see Twitter has a disclaimer about misleading political information but https://t.co/mmXesaa6yz""",0,crime
b'RT @originalmule: What a scam...#COVID19 @GovWhitmer #politics https://t.co/ChKNWud7zO',1,
b'@cekoenig @BostonGlobe Just like #Gays #Blacks #Jews. Endorsing #Trump is ignoring the #Democrat hate and https://t.co/6yviuukttq',0,crime
b'@JoeBiden Trump #MAGA \nMake America Great Again\n\nBiden #MCHGA\nMake China Great Again\n\nTrump #MAGA \nMake America https://t.co/bGuPo58KL2',1,
b'@AmyKremer #coronavirus for everyone!',1,
b'#VOTE for #democracy #compassion #progress #possibilities #peace #equality for #BidenHarris2020. Thank you for https://t.co/V8z83RWP9D',1,
b'@StarGangBeauty @New_D_Kosher #OnePage #PlatinumPlan @rolandsmartin @icecube @aliciagarza #great #conversation https://t.co/ePOIf10QBc',1,
"b""RT @SteveRustad1: So Kentucky . . .\n\nMoscow Mitch has been in the Senate 35 years.\n\nThat's 35 damn years too many.\n\nCan you fix that for",0,others
b'Took my 19 year old son to vote today in his first presidential election. His friends have been hanging up on https://t.co/MSZkz0t9jX',1,
"b""@ValerieJarrett @JoeBiden @HillaryClinton We're trying our best! #TurnTexasBlue #BidenHarris2020 https://t.co/iC2zF3Wp3w""",1,
"b""RT @ozy: October 3rd: Undecided voters weigh in on @realDonaldTrump's #COVID diagnosis and how it affects their perception of him.",0,others
"b'Trump today: ""You know, our doctors get more money if someone dies from Covid, you know that right""\n\nAm I allowed https://t.co/lzqYG2HYlb'",1,
"b'RT @time4kind: #VoteBlue Your Future &amp; the Future of Beloved Planet depend upon YOUR Vote. 101 2000,",1,
"b'Making calls for @JoeBiden &amp; @KamalaHarris tonight and happy to be in this fight. Once we win, love to https://t.co/wv8noaKZdg'",1,
"b'@BillyBaldwin @rosepetals She has seen history. If anyone has any doubt, take her lead. You gain a lot of wisdom https://t.co/QfSKNklmFZ'",1,
b'RT @GetMyGist: #EndCovidEverywhere GOOD this is trending!\n\nALL #COVID REGULATIONS HAVE BEEN DECLARED ILLEGAL ACROSS CANADA UNDER #PUBLIC,0,others
"b""RT @wef: Diplomacy's gender gap. Learn more about the importance of female leaders: https://t.co/ssL6dJT4kZ\n\n#Politics #Gender",1,
b'Confronting the New Gun Control Effort\nhttps://t.co/jmm5c6xLWw \n\n#gunsdaily #guns #2a #gunsofinstagram https://t.co/IgbM13QW6B',0,others
"b'RT @LeftistFascist: @RCentennial @SunshineSt8Sam @kayleighmcenany @realDonaldTrump Speaking of believing science, you must believe",1,
"b""LYING to the face of America. Shame on all of them!! #VoteThemAllOut2020 #VoteBlue #BidenHarris2020 \n'A slap in https://t.co/Jv20fgvYSq""",0,covid19
b'RT @BAAH_PiiCASSO: @marklevinshow Joe Biden thinks we remember the lies. Biden Supporters may actually be too young to remember.,1,
b'#Wedding in #FortLauderdale pre #Covid Entertainment included #Caricature drawings of guests https://t.co/S30hCte6f5',1,
b'RT @joe_davies69: Love the billboard crashing! All these ads of Trump being himself are killing him. He is a reality show! Keep em,0,crime
"b'@realDonaldTrump You should end on November 3rd, not weeks later! #CountEveryVote #VoteHimOut #BidenHarris2020'",1,
b'Wola Bidden calls the Americans Ugly! What! \nhttps://t.co/wASMiHWhqP\n#Trump2020 #JoeBiden #CorruptJoeBiden #COVIDIOTS',0,corruption
"b""RT @jnamio: @BrettFavre @realDonaldTrump #voteblue #ridenwithbiden #trumpforprison Sorry, Brett. I'm a Wisconsinite and live long Packers",0,others
b'@CatholicNewsSvc @USCCB @catholiccom @CatholicDems @CatholicDigest #JoeBiden fighting for the soul of our nation https://t.co/8dod1hPHtT',0,others
"b'Reading @beckershr First dual case of COVID-19, flu confirmed in California county https://t.co/RShOWKsvYV'",0,corruption
b'@Forbes You have to be to be pro-Biden. \n\nDemocratic policies lead to LESS abortion. The https://t.co/ZsVR0H5I79',1,
"b'Europeans urge wider curbs as #COVID sweeps continent, batters #US. #Europe and the United States have emerged as https://t.co/KyVW1Ptt8m'",1,
b'#MoscowMitch is an American travesty https://t.co/t6vnuTCuDU',0,discrimination
"b""@realDonaldTrump You will kill the American dream! \n\n1056 Economists Oppose Trump's chaotic and https://t.co/3sH8WGHDOF""",0,discrimination
"b'RT @ZevShalev: 2. NEW POD DROP: Deadly Data 2: Peter Thiel. We look into Palantir, the shadowy data firm at the center of the #Covid-19",0,corruption
"b""RT @Di_719: @thehill Ignore any and all polls.\n\nTrump's loss needs to be so catastrophic that him and the criminal #GOP can not deny the",0,covid19
b'RT @DovahGol: Attention to all #Patriots #MAGA2020 #KAG this person is a troll who is just mentally ill or just angry to harass all,0,covid19
a desperate man/child.\n.\n#VoteTrumpOut #DumpTrump2020 #AmericaOrTrump #BidenHarris2020 #JoeWillLeadUs https://t.co/WsnFTHeXon',0,corruption
"b'RT @YNB: #Imagine We see you. We see ALL of you &amp; we will REMEMBER. You sided with evil, greed &amp; corruption when our country was on the",0,covid19
b'@realDonaldTrump LIES #TrumpCrimeFamily #TrumpKnewAndDidNothing #TrumpkillsAmericans',0,discrimination
b'RT @flywithkamala: This NEW Biden-Harris ad featuring 14 Black mayors from across the country is straight fire!! #BlackLivesMatter,0,crime
b'@rosieperezbklyn is a badass. \n#Vote #VoteEarly #BidenHarris #BidenHarris2020 #TakeBack2020 https://t.co/O9lsSOfm7p',1,
"b""No shit, Glenn. \n\nThat's why we're voting for #BidenHarris2020 and against satan. https://t.co/OrMuCguftL""",0,corruption
"b'HA! TAke THAT, @realDonaldTrump truth hurts!! #BidenHarris2020 #TrumpLiesMatter https://t.co/oU7OHvoQHw'",0,covid19
"b""RT @PatMag7: @ZoeTillman I know this sounds important, but the #GOP simply ignore judges orders. Don't do it; won't do it. #GOPAboveTheLaw""",0,covid19
"conclude that these 18 rallies resulted in more than 30,000 incremental confirmed cases of #COVID Applying https://t.co/9BsNYa8Fvn'",1,
b'No publish the BIDEN CRIMES! The people have a right to know about the Criminals in government like #JoeBiden https://t.co/FbVrbiquc2',0,crime
b'@ProjectLincoln Worried but hopeful. #BidenHarris2020',0,crime
b'I VOTED!\n\nFOR TRUMP!\n\nTO GET THE FUCK OUT OF PUBLIC LIFE!\n\n#BidenHarris2020 \n\nAnd a bunch of annoying state https://t.co/OZsJAWku20',0,corruption
b'Noam Chomsky Believes Trump Is Worst Criminal in Human In the three hundred and fifty years of https://t.co/4ApHGkEvfZ',0,others
https://t.co/f4Y1bHLD8f',1,
b'THE POLES DONT TAKE IN ACCOUNT OF SUBURBAN BROADS THINKING OF PRESIDEMT TRUMPS GIANT WIENER BECAUSE THERE SHY TOO https://t.co/T4GO4r1B4C',0,discrimination
"b""@funder Voted today in Arkansas, and it's 100 % Biden and Harris for me. #BidenHarris2020 https://t.co/KXu2VI0l2x""",1,
b'Two things: I just got confirmation that my ballot made it to Illinois and was counted (yay!) #vote #election2020 https://t.co/xwdtJ7SXym',1,
b'RT @sjs856: They wanna talk about #FakeNews?? They made up a WHOLE FAKE PERSON (Martin Aspen) to push a fake news story weeks before an,0,covid19
b'Then Y did the #DNC CHEAT U 4 #Biden? #JoeBiden Tells @MSNBC Viewers He Would #Veto https://t.co/CW2U6C4w5B',0,corruption
"b'RT @Cleavon_MD: @realDonaldTrump at 9 \nKimora ""Kimmie"" Lynum died in Putnam County, #Florida from #COVID. Family does not know",0,discrimination
b'401K is a death count. \n\n#BidenHarris2020',0,crime
"b'RT @realDonaldTrump: Joe Biden will lock down our entire Country. Biden will make you a prisoner in your own home, and a prisoner in your",0,covid19
b'CSpan2 having audio problems with President Trumps Rochester Minnesota rally! This is #Bullshit this is https://t.co/toPU9T88pz',0,covid19
b'RT @ProfJeffries: Tuesday may be the end of #Trump(ism).\n\nBut it be the end of the racist politics and policies that he promoted,0,crime
"b'@UtRican Unless I have the count wrong, I see 21 elected Republican officials in #PuertoRico \n\nI would not be https://t.co/GJp6GRnLtZ'",0,crime
b'@thehill Did the #trump endorsement also include an unsolicited penis picture?',1,
b'@ProjectLincoln hope that #BidenHarris2020',1,
"b'@BNODesk Remember this is all based on a flawed testing method that produces false positive results, deaths that https://t.co/BulycFL168'",1,
"b'@Perduesenate is an opportunistic, old, rich, white, male #Republican who is also a spinnless coward . In other https://t.co/bdXpn0jNcg'",0,covid19
b'@pennyparker0523 @JoeBiden so sorry Penny. Sending positive thoughts to you both. #BlueWave #RidinWithBiden',1,
b'RT @TedDeutch: We are in the election epicenter! @JoeBiden was here yesterday and @KamalaHarris arrives tomorrow. They understand that,1,
"b'RT @SarahWLaurence: Friday 10/30 is the last day to vote early in person in Maine. Return absentee ballots to town dropboxes, as I have.",0,others
"b'RT @char_kiwi: This is a filthy creature, send him back to his #VoteHimOut #LockUpTrump #Resist #TrumpCrimeFamily'",1,
b'@PhilippeReines A close second: sanity! \n\n#BidenHarris2020',1,
b'Hear me out: taxes are not evil. They are not something to simply get out of paying. Companies who pay https://t.co/wLb4lofUgV',0,covid19
b'#Minnesota Governor and Dem@leaders will allow thousands to gather without masks for BLM marches or violent https://t.co/SGyB2pwRGe',0,crime
b'@sfchronicle The only persons in #SanFrancisco who can afford ice cream in the Bay Area right now is https://t.co/H4n9ErOtZf',1,
"b""@Conservatives should drum @BorisJohnson out of office if he capitulates to the SAGE 'health' wonks who've got https://t.co/14zfUCzNXM""",1,
"b""These kids are amazing! I can't wait for them to vote but in the meantime, I voted early for #BidenHarris2020 and https://t.co/PtGRRbNErw""",1,
"b'@cnnbrk Thank you for educating the public. But as I watch how close the polls are, I become frustrated and https://t.co/fCy2DDf00P'",0,crime
b'RT @ExpressGilo: More pressure on to address the scandal of on care home visits as launches,0,corruption
b'. Ridicule of @IngrahamAngle by #SuperSpreaderTrump @realDonaldTrump serves her rt for allowing #TrumpCrimeFamily https://t.co/9XyDKeXu0v',0,others
"b'LET\'S GOOO 270!!! America Sane Again""\n https://t.co/fygvo8XJDs'",1,
b'Incredible Pete Buttigieg perfectly closes down ranty interrupting Trump... https://t.co/6uF2MQHGnn via @YouTube. https://t.co/PLobsojlS6',1,
b'@politico I thought wakes were also limited in capacity. Taxpayer funded Federal housing should never be used for https://t.co/iFDKQOmJrG',0,covid19
b'The @gop is broken and @senatemajldr broke it. With help from @SenateGOP and https://t.co/cbVSBnwozc',0,covid19
"b""RT @ShainAshlynne: Trump and his brainwashed followers all need a mental evaluation. You're worshipping a lying, reality tv actor over",0,others
"b""Today Joe Biden pledged to lock down the country if he's elected. In France Emmanuel Macron's new national https://t.co/eWBpLtTXOT""",1,
"b""RT @RobertChernin: This is what Joe Biden's America will look like too, after he imposes a national lockdown.\n\n#sleepyjoe",0,others
"b'RT @pollsofpolitics: Who will be the next #POTUS, @JoeBiden, @Jorgensen4POTUS or @realDonaldTrump!!\n\nPlease vote &amp; retweet to spread",1,
"b""Remember #TrumpVirus \nHe said we wouldn't hear it November 4th. Who's he kidding,#COVID is now being https://t.co/F08wLllWLQ""",1,
b'RT @Kellyk1969: @senatemajldr @hughhewitt #MoscowMitch the best friend https://t.co/a9iWY60FIT',1,
"b""RT @Lloyd_Ash: I think Trump's whirlwind of travel these past few days before Nov 3, 2020 is: #MAGA #POTUS #GOP #Democrat",1,
"b""#BobbyOrr is obviously another former professional #athlete who's obviously suffered one-too-many #concussions in https://t.co/8b6UKukIYL""",0,covid19
"b'RT @DebraMessing: They had hypothermia!!! Yet ANOTHER STUNNING FAIL by #Trump. \n\nAnd you are right. If #Biden had done this, it would be",0,discrimination
"b""RT @TheDailyEdge: BREAKING: Markets plunge as @realDonaldTrump's #COVID failure creates dismal outlook for 4th Quarter... Wall Street on",0,others
b'RT @dylanobrien: THIS IS WHY WE STAN!!!!!!! @taylorswift13 #VOTE #BidenHarris2020',1,
"b'Biden Campaign Raises Flags Over Lagging Black, Latino Turnout\nhttps://t.co/19GA5otVMA\n #LeftWing #Politics #democrat #bernie'",0,covid19
b'Someone remind Trump &amp; co that Hunter Biden is not running for people are dying from https://t.co/ptbBFNkQMq',1,
b'@BrianClowdus gross #maga pervert. yuck.',0,discrimination
"b""RT @LotusOak2: #Coronavirus 'disappearing' so fast #Oxford vaccine has 'only 50% chance of working' \n\nhttps://t.co/SusZdoXSd3\n\n#COVID19""",1,
"b'RT @kelticlass60: Don Jr Nazi, basically saying #MAGA you have No Brains,\nSaying #COVID #DEATHS #AlmostNothing Ask your Doctor?\n",1,
b'Atlanta #Antifa and #BlackLivesMatter plan on destroying businesses on Nov 3 2020 at 8pm to 3 am here are the https://t.co/ZtKYhtv8He',0,crime
b'RT @MichaelCohen212: Make sure to #Subscribe and #Listen to #MeaCulpa with superstar guest as we discuss #Trumpism,1,
b'10/30/2020\n\nClosed case fatality 3.76%. Case fatality 2.53%. BOTH DECREASING. New cases HIGHEST &amp; ACCELERATING. https://t.co/EmAt6W9RsI',0,covid19
b'#Resisters Perfect Weather and beautiful sky! Enjoy weekend! https://t.co/ao6Dlhce99',1,
b'In Joe own words... #CrookedJoeBiden #JoeBiden #AntifaTerrorists https://t.co/tw0WWFaayk',1,
"b'Mark my words. When we see the devastation that Covid is about to cause, every American is about to fall into one https://t.co/Xh4Z1tbCfC'",0,discrimination
b'Papers like the @MailOnline (that spent September playing down #COVID and belittling the scientific advisors. https://t.co/g5Dyh7sADV',1,
"b'Nice to take break from the gory depravity of #politics and #Covid, and enjoy a simpler world of werewolves.. Got https://t.co/ErCzhiiJBS'",1,
"b'RT @bblock29: @dbongino no doubt anymore. The Trump / Pence regime was, by far, the most corrupt administration in the history of",0,corruption
b'@realDonaldTrump You dumb shit been saying that for 6 months you phoney. Good riddance ! https://t.co/KUPSAQpHo9',0,discrimination
b'#Joebiden watch Trump Card and you will see all about the Biden crime family',0,corruption
"b'@realDonaldTrump #MAGA Trump calls himself ""a very stable genius"", and says that he knows more than our military https://t.co/D4dNuXMxJU'",1,
"b'RT @FCR_News_Today: Analyze Data Validity to Identify Impact of #Covid-19 Disruptions, Expert Says. #ClinicalTrials #ClinicalResearch",0,covid19
b'@grandmagrit @JoeBiden Yep...dropped off ballot weeks ago!!! #BidenHarris2020',1,
b'Today is the last day to vote early in Texas! Get out there and Vote Texans!! #Election2020 #Trump2020Landslide',1,
b'RT @LRPow79: #Flu &amp; #COVID cases\nOn an upward ride\nNationwide\nSoon 2 rise\nAfter this collide?\n# who died\n&amp; families that,1,
"b""@realDonaldTrump #MAGA Elitest Trump paid ZERO taxes in the last ten years. He's ripping off America while he https://t.co/D8JxAS2gSX""",1,
b'RT @mubazieric: @1strongrobin @CatEyezGreen_ @RHavisham @justbarryb @swinnickmd @Shellski623 @DebbieDromo @thompsondebbie9 @swede1956,1,
"b""#Minnesota storm the gates, they can't stop you all. #MAGA""",1,
b'@wealth But but #MAGA... https://t.co/r4bfSW6uJd',1,
b'RT @AnastaciaMusic: This is amazing thank you @taylorswift13 &amp; @RepSwalwell for speaking out against our current president. We need a,1,
b'Her: I want to be something really scary for Halloween. \n\nHim: Dress up as Kamala Harris! \n\nHer: I want to be https://t.co/wTTPbufr9d',0,others
"b'RT @Cleavon_MD: @realDonaldTrump at 29\nRocco Ward Jr. from Gloucester City, #NewJersey died from #COVID. He was a postal worker",0,covid19
